file_id,file_name,h_mean,h_std,h_min,h_max,s_mean,s_std,s_min,s_max,l_mean,l_std,l_min,l_max,percentage_shadow_pixels,average_shadow_luminance
18XtBM0f71JDSm1q53DItGTcq3E_sjegY,Yellow_Walking_Iris_152_aug_00361.jpg,43.328882334183675,15.272650135129064,0.0,177.0,110.12761080994898,62.0286373832915,0.0,255.0,66.99238679846938,36.49291004418864,0.0,202.0,33.783083545918366,24.61842959117456
1EXJn1VObSYBYV-6RO9fg7qpMHfmSNo8O,Yellow_Walking_Iris_307_aug_00359.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2739556760204,35.88437627608707,0.0,183.0,17.990672831632654,19.24725822532403
15YhS7XsqrYZ2MpfstAn6ppwiWYFDhCRT,Yellow_Walking_Iris_24_aug_00360.jpg,39.23985570790816,17.837246916553237,0.0,178.0,119.15551259566327,62.646415161393406,0.0,255.0,72.14381377551021,41.75425122323198,0.0,205.0,32.0133131377551,21.924422586067358
1vt-DyVKjl-3UJktDI98IY5Pd0oHnp_sd,Yellow_Walking_Iris_82_aug_00358.jpg,33.6262356505102,20.510114295453864,0.0,177.0,81.67600047831633,57.57938725490668,0.0,255.0,61.839146205357146,39.07745498139983,0.0,190.0,35.38345025510204,16.396699335361046
1sMI0MpPgeRUs50QDV4R3Doq-MLYqlFYJ,Yellow_Walking_Iris_106_aug_00357.jpg,35.14263791454081,18.084181771650062,0.0,177.0,111.2051777742347,56.236314005195155,0.0,255.0,57.58346619897959,29.25874004212778,0.0,166.0,36.866230867346935,25.660395718456048
1o_f-B3r_JUQC7MhkxQejyOYteiW1z4Pb,Yellow_Walking_Iris_455_aug_00356.jpg,31.212312659438776,19.668752833743607,0.0,179.0,91.60479113520408,54.96576418232593,0.0,255.0,68.82545440051021,33.81403992825943,0.0,173.0,28.262515943877553,25.102108454974967
1S8BG5WECgKTe-p4ZinyX7k3MASUVzuR5,Yellow_Walking_Iris_555_aug_00355.jpg,39.93082350127551,17.533056247881056,0.0,177.0,104.38960857780613,57.627876836943294,0.0,255.0,68.95137117346938,32.519068601933085,0.0,194.0,28.262515943877553,27.1359565615965
16_P2V5MJW-gnHQtYIC4wVwuDWCk0FR49,Yellow_Walking_Iris_518_aug_00354.jpg,35.17958785076531,15.291225025371956,0.0,179.0,153.38771524234693,65.17636300497803,0.0,255.0,95.52953603316327,46.35330012490679,0.0,239.0,19.62890625,29.082444918265814
1AY3uo-fusjq6JGlCucZ9v8VuX2PUDM04,Yellow_Walking_Iris_353_aug_00353.jpg,30.278200733418366,25.167845199750598,0.0,179.0,137.11726721938774,81.71379426086149,0.0,255.0,60.7099609375,44.13980726882146,0.0,202.0,42.00015943877551,15.993499098415109
1lv9HFVdPvVCSHomhMagIvftsfe9doasm,Yellow_Walking_Iris_328_aug_00352.jpg,35.37657445790816,22.61520676538624,0.0,177.0,106.20866549744898,71.12700812575986,0.0,255.0,67.81218112244898,45.40281727189237,0.0,205.0,35.82788584183674,16.435278411303333
13pQ0GmHmykHUIBiKGCbOC1R-ZhE8RAGd,Yellow_Walking_Iris_513_aug_00351.jpg,30.98208306760204,22.08547743179715,0.0,179.0,113.43576610331633,68.42370256473433,0.0,255.0,67.68301578443878,42.23674454081801,0.0,196.0,34.03619260204081,18.49912167701136
1pUmiChzDEFZBkAmDFn_KQiEshAFK2pVj,Yellow_Walking_Iris_563_aug_00349.jpg,38.25603874362245,18.97119404699272,0.0,178.0,110.90923947704081,62.57527938932812,0.0,255.0,80.42374840561224,40.95673092208966,0.0,238.0,24.894371811224488,24.10039228244336
1VB1K5CKC8JWTMmArDfEwOOSJQ1IOQE_R,Yellow_Walking_Iris_14_aug_00350.jpg,43.16753029336735,9.838473177043076,0.0,177.0,71.97395169005102,36.84074284164991,0.0,255.0,75.59345105229592,31.157641518579588,0.0,197.0,23.463408801020407,32.51541663127495
1-R95gojM7UBV_yr6RNCrFWzRIwbc1j4h,Yellow_Walking_Iris_132_aug_00348.jpg,32.383091517857146,20.448535944328558,0.0,179.0,128.9352479272959,71.14981916904429,0.0,255.0,60.448899872448976,38.54532355368932,0.0,173.0,39.467075892857146,19.681159420289855
1Xlh5GKEY-jzerZYpvj-_26SfgudElXxG,Yellow_Walking_Iris_475_aug_00346.jpg,31.294204400510203,20.409664074851193,0.0,179.0,108.9622727997449,54.77014374651785,0.0,255.0,91.59185666454081,41.42094118288029,0.0,223.0,18.26171875,28.56782713085234
1Sy3mKsTVJ5aeVw7BBBq3XVAkmlo8zzkE,Yellow_Walking_Iris_293_aug_00345.jpg,36.795280612244895,11.880808127848313,0.0,178.0,109.12663424744898,52.92573699928876,2.0,255.0,81.88793447066327,36.24426603344457,0.0,206.0,22.365274234693878,31.73846016752807
1cUOnyA-0zcL9s767LY5J0rVDkl0KBFGg,Yellow_Walking_Iris_404_aug_00344.jpg,45.013313137755105,12.77252904255912,0.0,177.0,120.3944316007653,58.65350928861124,0.0,255.0,77.64036591198979,34.90060749610207,2.0,225.0,24.8046875,31.260485296480798
1fWb8wQ4E6U0h4qhu5QWRdPpCJ4Bqx8Qy,Yellow_Walking_Iris_462_aug_00343.jpg,45.03228635204081,18.32077354550723,0.0,177.0,125.82796556122449,56.81060055933293,0.0,255.0,88.12338568239795,44.884877703712256,0.0,226.0,21.769371811224488,23.984619609997253
1tJOa-Yha4YfcTLrd9JAdZFU8QNzTO2-2,Yellow_Walking_Iris_136_aug_00342.jpg,46.72708067602041,14.78140077018491,0.0,174.0,109.33258928571429,63.793832743469196,0.0,255.0,60.90381855867347,33.89134759863146,0.0,173.0,37.26084183673469,23.843656397090285
1GgmFtX9HVVf1yjnKf20lOe6SSxvU8ejO,Yellow_Walking_Iris_467_aug_00341.jpg,38.42787388392857,19.554795998625764,0.0,178.0,113.99802694515306,57.6244246349262,0.0,255.0,94.60152264030613,46.76820207193409,0.0,231.0,19.333944515306122,24.626842593547057
1xbuHohdP9zW4jfyeeLdzhJ-GNrZREq9w,Yellow_Walking_Iris_423_aug_00340.jpg,43.932497608418366,18.544909578241167,0.0,177.0,104.5766302614796,60.369853069978404,0.0,255.0,81.73824139030613,45.70755305437512,0.0,241.0,26.271524234693878,20.350174480351995
1YhWe4vWu_Ar75EQ2oWloVNMPf4jfRvc4,Yellow_Walking_Iris_71_aug_00338.jpg,41.934849330357146,21.015090972873594,0.0,177.0,136.56818000637756,62.49704692580214,0.0,255.0,83.90898038903062,48.59871732794488,0.0,243.0,26.307397959183675,18.430530303030302
1aWaNsel8Xjzrbc1KWa6ZmFKLWWYvUW9z,Yellow_Walking_Iris_351_aug_00334.jpg,30.779675542091837,18.402293280497997,0.0,180.0,145.4631895727041,65.03452619064686,0.0,255.0,83.81600765306122,43.758568626699784,0.0,223.0,25.583944515306122,26.507361533068472
15c0uhaWqYQVKD__LYFJaeru--kQSqcBL,Yellow_Walking_Iris_518_aug_00335.jpg,36.479073660714285,18.76687910926027,0.0,177.0,117.41394292091837,76.15049525384704,0.0,255.0,78.83187181122449,56.22122451166206,0.0,242.0,35.22201849489796,15.618231200135801
1g0ZnmCot2EW7WGADd3jzMp7q-s-e65eW,Yellow_Walking_Iris_272_aug_00336.jpg,39.224589445153065,11.454986651207419,0.0,177.0,116.48517219387755,60.25986140216051,0.0,255.0,89.10443239795919,47.338834141934925,0.0,235.0,24.4937818877551,26.276647681041496
1emunA7cY09SQFc4JCahI2qTdNMe3z137,Yellow_Walking_Iris_238_aug_00333.jpg,41.57667012117347,20.84833428099255,0.0,177.0,103.66804846938776,64.44826377235161,0.0,255.0,88.53194754464286,55.21580617609255,0.0,233.0,27.730389030612244,16.420152364524938
1608fNYgFoj03xf8RZACmxXD7I_eFhcxB,Yellow_Walking_Iris_475_aug_00332.jpg,33.403240593112244,23.046414939666004,0.0,177.0,96.7208027742347,71.49301748470661,0.0,255.0,65.52845982142857,47.688164363872374,0.0,208.0,38.687818877551024,13.66227076035442
1MjvKEGs4qOwkXeU2yWky42za83VSCudx,Yellow_Walking_Iris_504_aug_00331.jpg,33.061802455357146,21.68553120961051,0.0,179.0,130.0481505102041,69.44068836769908,0.0,255.0,76.72566565688776,45.26618119691132,0.0,253.0,30.668048469387756,21.729269560696647
1mSoZBzZcqcB4mjUVNRiSEeh4BGahj7hk,Yellow_Walking_Iris_272_aug_00330.jpg,33.62679368622449,20.491469873658954,0.0,178.0,65.3471978635204,48.71979875959521,0.0,255.0,70.80749760841837,34.534723316465076,0.0,169.0,25.779257015306122,23.956938538848085
1SWejou61U6kncSJRqvtnP0t_aqOUknZO,Yellow_Walking_Iris_79_aug_00327.jpg,42.49073262117347,19.326071618870984,0.0,176.0,80.99998007015306,53.88054918240261,0.0,255.0,77.7247090242347,46.53068878192374,0.0,232.0,28.902264030612244,17.691352916839058
1RUly7Cnbt2St8k398ncO9TE--WNLaK2W,Yellow_Walking_Iris_86_aug_00329.jpg,34.48782286352041,15.595702481806345,0.0,179.0,182.8714524872449,60.32737254315352,0.0,255.0,87.6460259885204,49.43884565051114,0.0,246.0,26.74984056122449,24.670689912084637
1b8qFmkb0FnLKPLMDPFWddJilgnkHPqC2,Yellow_Walking_Iris_383_aug_00328.jpg,42.52357700892857,13.443167489857599,0.0,177.0,123.36288265306122,63.37855325178859,0.0,255.0,90.43602519132654,48.79011314112056,0.0,242.0,24.818638392857142,26.466634545892557
10e0gJBMFdJegsoAQvCtItXsQlnm6yW0g,Yellow_Walking_Iris_461_aug_00326.jpg,41.43178013392857,18.11946194608685,0.0,177.0,97.21564094387755,58.16056501310865,0.0,255.0,96.29370615433673,52.727030649269814,0.0,249.0,21.731505102040817,20.65379677182685
1x5gEZTIQsr2Mx_Fatve-c12cPma-P1ca,Yellow_Walking_Iris_448_aug_00324.jpg,35.83785076530612,14.887612258548794,0.0,178.0,71.95691167091837,31.029222297385907,0.0,255.0,100.87069515306122,33.201468542160114,16.0,209.0,7.168765943877552,40.45788156797331
18ipfOCA_1zgCjPzd-xZlYA_eiJSAgGGE,Yellow_Walking_Iris_475_aug_00322.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.75918765943878,47.14358115999279,0.0,245.0,18.616470025510203,21.201905577561288
1KpZHrXpajN54geD4Za1_8v8IOFVrKhRG,Yellow_Walking_Iris_45_aug_00323.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.4168925382653,56.85150954437167,0.0,253.0,17.944834183673468,25.135384273656154
1j2an-dQIV99i4NN0o8Po4UxgMTdkVtJp,Yellow_Walking_Iris_357_aug_00321.jpg,34.47973134566327,20.056512645853566,0.0,179.0,154.97391183035714,75.95781028919336,0.0,255.0,82.72608418367346,56.62649076830304,0.0,243.0,33.33466198979592,17.230778428793496
1QUbtbzMk7jVr9DciLah9FhZu_-8tlp9Z,Yellow_Walking_Iris_374_aug_00320.jpg,41.729711415816325,18.683735130608916,0.0,177.0,140.33101482780611,68.41428835570981,0.0,255.0,81.0439453125,45.5818254146004,0.0,230.0,27.333785076530614,22.061246810061977
1SpJkW08OdKtNsFTL6dPgOBhhNZyvBf5H,Yellow_Walking_Iris_10_aug_00319.jpg,34.8718112244898,19.690400807610896,0.0,177.0,104.37765066964286,69.12298996065307,0.0,255.0,65.64190051020408,44.96819703951894,0.0,229.0,38.04009885204081,16.38146382354482
1iA2EleLVSfwl7yvwn1XAfpwZ1tFq4PEz,Yellow_Walking_Iris_112_aug_00316.jpg,33.807836415816325,13.103407255474892,0.0,179.0,145.70495854591837,63.63474290628946,0.0,255.0,79.72349330357143,43.79175934926539,0.0,219.0,29.061702806122447,25.593402825401178
1Sr6HVWAPN-RPhDublOp9ps01wzSF2uvl,Yellow_Walking_Iris_136_aug_00318.jpg,46.19094786352041,13.959696171402005,0.0,176.0,128.65931919642858,64.83461353791265,0.0,255.0,87.63767538265306,51.714135980611275,0.0,253.0,28.182796556122447,22.29806944346227
13KHOn9Jor8thiDTDdaJdpXYITTdrkVC7,Yellow_Walking_Iris_561_aug_00315.jpg,36.87260841836735,13.589080180339073,0.0,178.0,106.75017936862245,54.198407952937195,0.0,255.0,83.95264668367346,36.5987483538583,2.0,237.0,21.067841198979593,31.81496547157317
1iYIt0gz8_wlllEHuQISPU7Wt-IiAU4Iv,Yellow_Walking_Iris_134_aug_00317.jpg,36.965262276785715,23.781085512312135,0.0,177.0,117.56190210459184,76.99184304929254,0.0,255.0,76.70994100765306,59.22545521672161,0.0,242.0,37.806919642857146,11.735424354243543
1iRiGYrgCqPmv707f8WLoX3JE2s8PWuWg,Yellow_Walking_Iris_7_aug_00313.jpg,32.21366788903061,10.199291905632931,0.0,179.0,110.40862165178571,47.75890124452417,0.0,255.0,62.46229272959184,25.555244567587437,4.0,169.0,32.74872448979592,32.32844449853943
17fRrFVkekpmRwne5nQdyuMpVo8xbER0q,Yellow_Walking_Iris_132_aug_00312.jpg,34.98670679209184,18.288984896361743,0.0,178.0,73.41023596938776,48.03233560351299,0.0,255.0,61.46332908163265,33.39610210476989,0.0,154.0,33.24298469387755,21.964388489208634
1H1A8bC76xw3Xvv_bN262sZXi9njpI95L,Yellow_Walking_Iris_563_aug_00311.jpg,44.928830516581634,13.072002492290785,0.0,178.0,144.14108338647958,64.16832136507053,0.0,255.0,97.31251992984694,49.37894108346508,0.0,253.0,21.360809948979593,28.48656465758537
18NN7xQqtsvbnRVIkdDZcPPHm0qNCH3DJ,Yellow_Walking_Iris_408_aug_00309.jpg,45.20434072066327,12.901255777697088,0.0,177.0,112.91428172831633,61.86812834280612,0.0,255.0,73.34305245535714,37.08009163839955,0.0,227.0,29.446348852040817,27.39796954314721
1BIReDBpAn5e5eDn7B_Y4oUYZUM0y80oI,Yellow_Walking_Iris_477_aug_00310.jpg,32.4934231505102,23.92388922975743,0.0,178.0,102.47367267219387,65.91560553015898,0.0,255.0,54.16747050382653,33.813029811594625,0.0,156.0,42.87906568877551,21.028677666744134
1OqIIvbicck9Uax6NhLmrYEleyU8bqwvS,Yellow_Walking_Iris_132_aug_00308.jpg,35.07684948979592,18.3094359444071,0.0,177.0,105.05074139030613,70.32776914881535,0.0,255.0,70.28178810586735,48.54133554340173,0.0,214.0,36.507493622448976,15.853313680532809
1-Sf7bJS4VDGfq5KBz3h2sepd9EsrdqsL,Yellow_Walking_Iris_66_aug_00307.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.89532844387755,49.87705912825761,0.0,239.0,23.710538903061224,19.688576952172816
1H-JbTfzpgrIY_jgZVl6YDDZF2cx7TXac,Yellow_Walking_Iris_272_aug_00304.jpg,36.49107142857143,18.95780782051801,0.0,179.0,140.77485251913265,66.49801260626157,0.0,255.0,72.24053332270408,39.982534652454184,0.0,203.0,31.14038584183674,24.027136
198dLRMLjinlCmfTfeJ29COBCidTFnYP-,Yellow_Walking_Iris_3_aug_00305.jpg,32.10780054209184,21.633855751154186,0.0,180.0,136.66860650510205,74.09217436891554,0.0,255.0,64.5546875,43.85772450497614,0.0,242.0,39.55277423469388,18.259951627531997
1CZ38kZVqLamPhHZP1qr6syv3Cta8gmaX,Yellow_Walking_Iris_169_aug_00303.jpg,35.416374362244895,22.05016199915399,0.0,177.0,117.77511160714286,74.73872623643952,0.0,255.0,55.59556361607143,38.282289337322915,0.0,179.0,43.87954400510204,18.12849162011173
1r2QGYM7APh49qI37iONSa97vgAl6UzQi,Yellow_Walking_Iris_80_aug_00302.jpg,42.73026945153061,14.68260710589643,0.0,176.0,135.14981265943877,63.221080909090404,0.0,255.0,85.95994100765306,50.22123636609693,0.0,230.0,28.491709183673468,22.85912143256855
1Vv0rhVrm6Euz7UH6EWG6KJxWpLJwEF8t,Yellow_Walking_Iris_576_aug_00301.jpg,34.543825733418366,22.770207173541674,0.0,178.0,95.05400988520408,64.03273537528663,0.0,255.0,69.4331353635204,43.78253656874334,0.0,193.0,32.12093431122449,15.840727182478128
1l6vqa_8uEtQeZQ6bDqpsjs6rC_1uJFU-,Yellow_Walking_Iris_567_aug_00299.jpg,32.38119818239796,16.71522398825766,0.0,179.0,112.29761240433673,55.5374078810519,0.0,255.0,94.83918606505102,42.527363403826634,0.0,254.0,17.777423469387756,30.694058295964126
19-Ha_J0NzCbvPc9SG4yL4A_Jf2sTM92x,Yellow_Walking_Iris_390_aug_00300.jpg,30.252491230867346,18.367300958802936,0.0,179.0,103.59962930484694,67.60141780404027,0.0,255.0,78.8305365114796,52.76959789323355,0.0,230.0,33.03970025510204,16.65170708167451
1wdTFCO9A75O34qFVvuKdmxVa3PSmT8PW,Yellow_Walking_Iris_374_aug_00295.jpg,34.00215242346939,21.73208314106672,0.0,180.0,130.25837053571428,66.52299693774732,0.0,255.0,76.45430086096938,42.62886544633522,0.0,205.0,29.60180165816326,23.34410556789874
1v2w_btzc0UqjtXrbwsBrlmLxqk-4rX4w,Yellow_Walking_Iris_268_aug_00298.jpg,39.371213329081634,13.40871069162733,0.0,174.0,72.41986208545919,38.72647609430156,0.0,255.0,72.84333147321429,28.447018979246717,0.0,163.0,21.73349808673469,32.024209078404404
1BM1j4rkFs_vhv0Etcq5qQ76MGK3VsrdM,Yellow_Walking_Iris_286_aug_00296.jpg,36.68690210459184,11.075799497273746,0.0,178.0,106.2275390625,48.189298085638434,0.0,255.0,81.28471779336735,34.36007808129414,0.0,200.0,21.394690688775512,33.04843968327899
16xTgkAhix56xJB44vKNUDqCfcOXKaHWU,Yellow_Walking_Iris_391_aug_00294.jpg,33.3935546875,13.535007134092563,0.0,179.0,139.35784040178572,59.439351535771515,0.0,255.0,100.390625,48.61583319951798,0.0,242.0,18.64636479591837,28.983646857631467
1MzD6Feh8ZE5typFAN1fSqwNOXywgQZhZ,Yellow_Walking_Iris_391_aug_00293.jpg,32.387416294642854,15.069924983345993,0.0,178.0,62.133370535714285,32.65218351926428,0.0,255.0,106.55857382015306,38.6028228335019,0.0,216.0,7.51953125,32.82109727007686
1sccI3orq6ZUFX_MpXMQH3ulOFMq_Cjc6,Yellow_Walking_Iris_7_aug_00292.jpg,37.79165338010204,21.907385804402036,0.0,178.0,149.00528140943877,77.89445416795277,0.0,255.0,77.52971540178571,56.661180989185915,0.0,247.0,36.810427295918366,15.177422847861397
1YsTmXTGtyBqug9wBrClCTzZ_f1zuh-f6,Yellow_Walking_Iris_477_aug_00290.jpg,43.18622448979592,18.74514282238861,0.0,177.0,63.60891661352041,44.02727070150783,0.0,255.0,74.7274394132653,31.36976363856307,0.0,159.0,18.25175382653061,22.9826381305962
1GzG8tk_oSL1yGnhn_Q0CVRe6UUFUpGTQ,Yellow_Walking_Iris_455_aug_00288.jpg,35.68534757653061,19.386871089428514,0.0,179.0,133.82742745535714,64.95405200798776,0.0,255.0,89.80498644770408,46.21900652267136,0.0,233.0,22.00653698979592,23.988589023727585
1OyfjJL_juS98JP1qsPMiL567Njb62bRr,Yellow_Walking_Iris_223_aug_00291.jpg,34.265644929846935,20.373248161437637,0.0,177.0,91.86820392219387,67.32415644230234,0.0,255.0,61.18403220663265,42.419359703074974,0.0,194.0,40.336017219387756,16.57290379959484
1EnFw_wHscQA9q2R9NnvX49NV_dWxLTz2,Yellow_Walking_Iris_272_aug_00287.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.37639508928571,48.09170458230993,0.0,238.0,12.470105229591837,15.245964519737894
1JQqpGAlyg-XUIwwD8ch8i4nD1S0Ry2-T,Yellow_Walking_Iris_408_aug_00289.jpg,37.783223054846935,10.549139370650446,0.0,177.0,112.65246332908163,53.36723541200181,0.0,255.0,82.05112005739795,37.519069842183455,0.0,209.0,23.620854591836736,30.860192372595343
1cHJUsAQSDf1qP1H-ze-6Nh2pPTDdnAZx,Yellow_Walking_Iris_470_aug_00284.jpg,42.30078125,18.773442302072368,0.0,177.0,74.24798708545919,47.98460282333651,0.0,255.0,86.94471460459184,40.060442574659675,0.0,207.0,18.401227678571427,24.239358821618108
1Bl3BlWmatJoIkGQhfrtT9mMpD8fIGuGP,Yellow_Walking_Iris_112_aug_00286.jpg,43.702766262755105,12.938788583204056,0.0,177.0,116.25739397321429,54.429465002806964,0.0,255.0,98.17558195153062,49.04689265010943,0.0,254.0,19.62292729591837,26.011984562258785
1vjOxdOJxwCqGmqERFGW_ug--J2dmBhlR,Yellow_Walking_Iris_142_aug_00285.jpg,40.87480070153061,10.023512991932433,0.0,177.0,137.64847735969389,61.0005537603184,0.0,255.0,91.88464604591837,48.35452865938092,0.0,253.0,23.76434948979592,26.934334116068435
1CgSbmLLef-kiwIxbN6Y2AD5p6kqQYmpE,Yellow_Walking_Iris_98_aug_00283.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.26191804846938,61.62473511001701,0.0,247.0,35.88568239795919,11.121626124625125
1XUxNRQ2jvQZVg2BK-S_CByTWCQO3YlVk,Yellow_Walking_Iris_537_aug_00282.jpg,42.096958705357146,20.661529038399085,0.0,177.0,112.66535794005102,57.20938928567965,0.0,255.0,63.582987882653065,31.040747256525183,0.0,150.0,29.813058035714285,24.502573701450633
1Vgw7H12icdmZMEQzz8ufLsXTyOBYIDub,Yellow_Walking_Iris_572_aug_00280.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.75546077806122,55.50305322310468,0.0,238.0,32.94005102040816,11.784123910939012
1EbLlZ7XrJEdUzAMS9YwmemVQCAwHU-LJ,Yellow_Walking_Iris_309_aug_00279.jpg,36.763392857142854,21.731451835621304,0.0,177.0,70.7918925382653,52.217108821923446,0.0,255.0,63.892259247448976,40.39831416455893,0.0,176.0,32.5554049744898,14.289745944291399
1leJmfPg0Z3kjnM1fiTKSClDRCQ_OG6Pn,Yellow_Walking_Iris_174_aug_00277.jpg,39.50528140943877,16.5924465746075,0.0,177.0,90.25603874362245,53.65060437621786,0.0,255.0,71.36134805484694,35.685965165899304,0.0,210.0,28.854432397959183,26.20355021411797
1byiRgxGs_ylLTXttz6xhSj-eubjbTOrL,Yellow_Walking_Iris_182_aug_00278.jpg,34.70009566326531,19.678695512404527,0.0,179.0,108.12621572066327,59.68300243430054,0.0,255.0,61.12071508290816,32.94353144587168,0.0,157.0,35.04862882653062,23.380757420675536
1VKtLDOOEX23lUZXdyiaYmAHZpQi0vQjt,Yellow_Walking_Iris_423_aug_00275.jpg,37.46542171556123,12.490053445924127,0.0,177.0,111.1141581632653,56.440852193758,0.0,255.0,78.96980628188776,37.61369119292852,0.0,211.0,24.693080357142858,28.398224374495562
1u3-0X7UKSPoj2T_Z-12VZxECyqJRsHL1,Yellow_Walking_Iris_29_aug_00276.jpg,39.466776945153065,15.006828150098402,0.0,178.0,145.1084582270408,62.43513722431144,0.0,255.0,66.30096061862245,34.8682961248638,0.0,205.0,33.71332908163265,25.92953416883424
1IOswpzO2HEspgefatzVMnif7d4Q7MC1_,Yellow_Walking_Iris_182_aug_00274.jpg,36.05135921556123,16.963578842945374,0.0,178.0,160.68221859056123,65.51541901457749,0.0,255.0,82.43327487244898,49.16064143580515,0.0,224.0,29.685507015306122,21.903726082578046
1Biun35NE53ioO96SUDXHYnfXiCXJp0Ss,Yellow_Walking_Iris_104_aug_00270.jpg,35.275271045918366,22.572688512173414,0.0,177.0,99.86110889668367,65.71636664927217,0.0,255.0,86.38434709821429,57.27989059933796,0.0,235.0,29.856903698979593,13.861758227087645
18mC8GCm84c40ZHc88DXTsG_2oUXM6Hxk,Yellow_Walking_Iris_112_aug_00272.jpg,37.322385204081634,9.567268528238023,0.0,179.0,114.99539620535714,51.79315216300143,0.0,255.0,82.00420519770408,36.81052336973508,0.0,227.0,23.022959183673468,31.44459833795014
19IkthqZiY_qWl_GBi-ssqWNYnvEZ6kmI,Yellow_Walking_Iris_112_aug_00271.jpg,31.749282525510203,17.833639652297155,0.0,179.0,138.25007971938774,67.20445235820766,0.0,255.0,56.85728236607143,31.154775515940564,0.0,154.0,39.80389030612245,24.32195073102343
1kcZo413slOgjzgoWvns7T9yUgz4VcdPi,Yellow_Walking_Iris_118_aug_00269.jpg,35.930783641581634,21.137166963428662,0.0,179.0,104.01297433035714,59.46003084200178,0.0,255.0,58.62739158163265,30.821632810856663,0.0,147.0,36.56728316326531,24.501580553738826
16Ch6Q4B53sUk5QpjDocNAE9kS86U6dv1,Yellow_Walking_Iris_115_aug_00268.jpg,37.34261399872449,16.78758723566528,0.0,179.0,100.0630181760204,56.24011193144562,0.0,255.0,76.12553810586735,41.037629298055684,0.0,231.0,27.915736607142854,22.85807096451774
1RwFBTIwlRRPa5uRGS3VjiAkWXEoT5qyg,Yellow_Walking_Iris_29_aug_00265.jpg,38.446408641581634,17.599981957159027,0.0,178.0,116.49416055484694,62.65178576025866,0.0,255.0,73.52475286989795,42.207103168719385,0.0,227.0,31.00087691326531,21.540662166505946
1etaA3Q36mJRt8EYWSNgildW07hLthe8k,Yellow_Walking_Iris_383_aug_00266.jpg,37.74459901147959,19.683176981403083,0.0,178.0,140.47694116709184,72.85313710661276,0.0,255.0,90.50253109056122,60.22155391894548,0.0,248.0,30.662069515306122,18.085342866428338
1UQMCCslUcqe6ex6T7nPfMQkK4RoL5eMV,Yellow_Walking_Iris_555_aug_00264.jpg,38.52652662627551,15.629878506938876,0.0,178.0,167.47385204081633,64.60301062228294,0.0,255.0,85.2447584502551,47.72391568738884,0.0,240.0,27.283960459183675,25.071146822498175
1Er6-yjiG9Tf85nMM7YB9uNrN25NpMf_r,Yellow_Walking_Iris_423_aug_00263.jpg,40.93150111607143,14.41414615582987,0.0,177.0,101.76169882015306,50.2243729296495,0.0,255.0,75.072265625,30.850895313528262,4.0,198.0,23.527184311224488,32.792630241423126
1bMnSu8ZOcM1ibL0JdmGbNjBW4tiD10t2,Yellow_Walking_Iris_174_aug_00262.jpg,34.50629783163265,13.796967275476957,0.0,177.0,97.26411033163265,40.41011802641444,0.0,255.0,68.26658163265306,26.481107367983363,0.0,156.0,22.751913265306122,30.86904344779257
1thCEJNUyvjS9n3n-l-Nf01GGstbYlnAH,Yellow_Walking_Iris_525_aug_00261.jpg,37.15146683673469,16.888386869382185,0.0,177.0,67.46729512117346,41.37961680306443,0.0,255.0,85.1292649872449,34.689860644098154,0.0,210.0,16.338488520408163,28.44949987801903
1eiyqWR_kViUCzYCTNtJhKJn3VCROrGfd,Yellow_Walking_Iris_166_aug_00260.jpg,41.54707429846939,15.3026967854814,0.0,177.0,79.74906329719387,40.58283611003789,0.0,255.0,84.14913504464286,33.52762655357915,0.0,213.0,16.24282525510204,29.608834355828222
1Dxsue-9c1I-ygIE7hsnQBfCxpQ65qofr,Yellow_Walking_Iris_54_aug_00259.jpg,37.74212771045919,8.472236214866843,0.0,179.0,107.63988759566327,36.912547396686406,0.0,255.0,80.86244419642857,30.941586062187586,4.0,195.0,19.373804209183675,35.35562184960395
1ZqWjBfSUG1ap0AQGE9s8zy3IoXdR-KaW,Yellow_Walking_Iris_268_aug_00258.jpg,35.73309948979592,20.897473385575015,0.0,177.0,117.20954241071429,78.59317359293513,0.0,255.0,55.44872050382653,40.585603458672374,0.0,193.0,45.66326530612245,17.23969972067039
1szczwkCIwAcL7d8LGeJYs83ODDYy3Dsw,Yellow_Walking_Iris_79_aug_00257.jpg,38.74946189413265,20.892273098078682,0.0,177.0,148.73716517857142,68.77391799486415,0.0,255.0,55.27899792729592,35.472170761281774,0.0,182.0,44.16454081632653,21.005370036101084
1jN9A3_6ulEY0WFUf-WX2B6cj7ehsN8_D,Yellow_Walking_Iris_189_aug_00256.jpg,43.129464285714285,22.260768021095558,0.0,174.0,74.302734375,55.62582826301702,0.0,255.0,75.33615672831633,45.499129001387224,0.0,198.0,28.23461415816326,15.003882261593844
