file_id,file_name,total_edge_pixels,edge_density
16Ch6Q4B53sUk5QpjDocNAE9kS86U6dv1,Yellow_Walking_Iris_115_aug_00268.jpg,11519,0.2295719068877551
1RwFBTIwlRRPa5uRGS3VjiAkWXEoT5qyg,Yellow_Walking_Iris_29_aug_00265.jpg,11722,0.23361766581632654
1etaA3Q36mJRt8EYWSNgildW07hLthe8k,Yellow_Walking_Iris_383_aug_00266.jpg,13425,0.26755819515306123
1UQMCCslUcqe6ex6T7nPfMQkK4RoL5eMV,Yellow_Walking_Iris_555_aug_00264.jpg,13164,0.26235650510204084
1Er6-yjiG9Tf85nMM7YB9uNrN25NpMf_r,Yellow_Walking_Iris_423_aug_00263.jpg,11304,0.22528698979591838
1bMnSu8ZOcM1ibL0JdmGbNjBW4tiD10t2,Yellow_Walking_Iris_174_aug_00262.jpg,5524,0.11009247448979592
1thCEJNUyvjS9n3n-l-Nf01GGstbYlnAH,Yellow_Walking_Iris_525_aug_00261.jpg,10741,0.21406648596938777
1eiyqWR_kViUCzYCTNtJhKJn3VCROrGfd,Yellow_Walking_Iris_166_aug_00260.jpg,10767,0.21458466198979592
1Dxsue-9c1I-ygIE7hsnQBfCxpQ65qofr,Yellow_Walking_Iris_54_aug_00259.jpg,8576,0.17091836734693877
1ZqWjBfSUG1ap0AQGE9s8zy3IoXdR-KaW,Yellow_Walking_Iris_268_aug_00258.jpg,11225,0.2237125318877551
1szczwkCIwAcL7d8LGeJYs83ODDYy3Dsw,Yellow_Walking_Iris_79_aug_00257.jpg,9191,0.18317522321428573
1jN9A3_6ulEY0WFUf-WX2B6cj7ehsN8_D,Yellow_Walking_Iris_189_aug_00256.jpg,10284,0.20495854591836735
1lw9MNH8eMyTEleXghFSYO5I5yoaB-Pmf,Yellow_Walking_Iris_253_aug_00254.jpg,12691,0.2529296875
1dTGXmIl6970tBBT2qXM9qx2E6RfNg4dJ,Yellow_Walking_Iris_325_aug_00253.jpg,9716,0.19363839285714285
1Lp3SAGsjngeaMj9N9ciBhvVRkCGbMhwn,Yellow_Walking_Iris_528_aug_00251.jpg,12216,0.24346301020408162
1dRgYS8LlSgW72i6YywzfiOYBMOIXHbNe,Yellow_Walking_Iris_576_aug_00252.jpg,11868,0.23652742346938777
1jdzmB4dBJBQ1YT29itgXPcn25MI7CYTO,widliczka_kraussa_880_aug_00434.jpg,9776,0.19483418367346939
1oXDuxOvDHtAll5ClHVwXRcut4FU3q4gL,widliczka_kraussa_588_aug_00435.jpg,7297,0.1454280931122449
1vV0vUFt1cHpW_Phgl0dbUfCv15IbbmEn,widliczka_kraussa_245_aug_00433.jpg,16409,0.3270288584183674
1RMQVGWInfDtTpiZSyh0fCFN1JHwnSAPG,widliczka_kraussa_245_aug_00432.jpg,14066,0.2803332270408163
1SUDsF-oPGcQjA8GynTikTnp2ZtEk3Vtf,widliczka_kraussa_438_aug_00431.jpg,15424,0.30739795918367346
1-ELuA56CVhXP1AmouaFrZf_GoMlsK4XT,widliczka_kraussa_833_aug_00429.jpg,14592,0.29081632653061223
1PUpJNtKGhDTLFk1QLOHj1rKAi1A50cUK,widliczka_kraussa_55_aug_00427.jpg,3392,0.06760204081632654
1nFNpcEwGGkcUd5isffztbfUXJWC2qg72,widliczka_kraussa_833_aug_00425.jpg,14322,0.28543526785714285
1xU7Qz3bjz6m7ZSKUGDymNBLRSKsGaqnR,widliczka_kraussa_564_aug_00424.jpg,10933,0.21789301658163265
1whEN2I6jnOJR2wCAztmjqeRLimSytTbM,widliczka_kraussa_912_aug_00422.jpg,15030,0.2995455994897959
1uf93kSOALRau7mzvpjvy9iajzeiBan8p,widliczka_kraussa_546_aug_00421.jpg,15051,0.2999641262755102
1aGkOp5E47N1mJ1aAVr1bhsLLk4pZz7gW,widliczka_kraussa_483_aug_00420.jpg,1787,0.03561463647959184
124g-_tGpYbDMXZoduw2n9sxpTbmyX1Q4,widliczka_kraussa_503_aug_00417.jpg,13992,0.2788584183673469
1d6bxn4ILtYxFNHM54pTtXUjVvHhjTzSy,widliczka_kraussa_776_aug_00418.jpg,16039,0.3196548150510204
1klgsjjW-DwtTKWZN_6txX-FNyutp9wKb,widliczka_kraussa_715_aug_00419.jpg,16104,0.32095025510204084
1SgIVPnwJpYAN6Z4JMJKic6b7hExeW2DE,widliczka_kraussa_489_aug_00415.jpg,12965,0.25839046556122447
1yUzLmAGmfE09qQ3AYeJTlzE060NtlTNP,widliczka_kraussa_564_aug_00413.jpg,8235,0.1641222895408163
1ZtK9PkYMgOxqOBOViFl5iKVmkd_-Rfxm,widliczka_kraussa_841_aug_00414.jpg,15534,0.30959024234693877
13sjjhp0N6YoodUyerovRS1jT-mh-ars_,widliczka_kraussa_400_aug_00416.jpg,16114,0.32114955357142855
14qkoRjJcFUeU0la3YpS02iXpmfCbRlZ0,widliczka_kraussa_767_aug_00412.jpg,15023,0.29940609056122447
1gf9QXKNTZhEiu7CKgp_gsBLOThbHsKHC,widliczka_kraussa_81_aug_00411.jpg,13460,0.2682557397959184
17bXAdwNR7OkQpvKgO3unLtztJxQy9eUh,widliczka_kraussa_744_aug_00409.jpg,15541,0.3097297512755102
1Zh1TAloJUUDl-grj6bo_xrPtv2-j3Gdj,widliczka_kraussa_643_aug_00410.jpg,15733,0.3135562818877551
1QSRtJUOd3M0rM__1TYgbeQkC49Ue5irn,widliczka_kraussa_347_aug_00408.jpg,14194,0.2828842474489796
1Cj_C32aBYhj1VDxSr74Hfb524Q-qZnya,widliczka_kraussa_400_aug_00407.jpg,13873,0.2764867665816326
1UdtT8cSt0-dAivky_W38U7ljuauw_aRL,widliczka_kraussa_503_aug_00404.jpg,10915,0.2175342793367347
13Py7JwDXtmG9awyyyNrpfb0N8NDCjqlF,widliczka_kraussa_400_aug_00406.jpg,15014,0.29922672193877553
18-1e78Szlk2hku1uhcj1-Zyii4Q-cVxa,widliczka_kraussa_676_aug_00403.jpg,15792,0.31473214285714285
1Qn1fbNuJ7zzuNcFgW_pJsPEWBoi3C__X,widliczka_kraussa_32_aug_00402.jpg,16459,0.32802535076530615
1fMM67FTDAFiHZdkhxFOew2lecTTN0aaO,widliczka_kraussa_81_aug_00401.jpg,13266,0.2643893494897959
13IeI5rD_xRCnqUXya59Kt9Jp6aaF0Qdq,widliczka_kraussa_335_aug_00399.jpg,14242,0.28384088010204084
1v5Cdd025HpT5VUhrCHGOxWh3qHu_IJGk,widliczka_kraussa_503_aug_00398.jpg,11290,0.2250079719387755
1Z5rY90y6hcy9mogOM441cqyTDnJ7GBvP,widliczka_kraussa_335_aug_00396.jpg,9295,0.18524792729591838
1mD7UmNJES6oV-puia0p7gDrq1uTVQCE9,widliczka_kraussa_564_aug_00395.jpg,16593,0.33069595025510207
1ehIrAPSm5zkpSrKPdYzmUBfQjLimrhw4,widliczka_kraussa_380_aug_00393.jpg,15433,0.30757732780612246
1fCQRGr7aC6D1I7_0UfvtyYre5tHjNI5d,widliczka_kraussa_26_aug_00391.jpg,16211,0.3230827487244898
1ZdU1C5yDyXuVEIvTC8niC-WUK4mBbaAi,widliczka_kraussa_197_aug_00390.jpg,15925,0.3173828125
18VPZGeQNZUokQrwO8RmSbWuztrZvFV_y,widliczka_kraussa_546_aug_00389.jpg,16208,0.32302295918367346
1PL7KG--LRqHc6FLSH1xVKGtUR6UMBJpE,widliczka_kraussa_527_aug_00388.jpg,10682,0.212890625
1VJBHaAQrCfrAB8OK9YT79m-UloVZxZBf,widliczka_kraussa_197_aug_00387.jpg,9832,0.1959502551020408
1aBLjB95qNM07qAFwDUhqIX_Mk2rs7Cne,widliczka_kraussa_369_aug_00386.jpg,16129,0.3214485012755102
1zr2lfQ5i7TtdCujGsCsGYiOtVEyS_RpU,widliczka_kraussa_347_aug_00384.jpg,15628,0.3114636479591837
1rKqZjbn76by5DfYDUTUM_uZHVLTgTuEp,widliczka_kraussa_546_aug_00385.jpg,16798,0.334781568877551
1BSIgqvoNWsuko0a1l2qhWCmUFnzT6Q1C,widliczka_kraussa_55_aug_00381.jpg,15671,0.312320631377551
1-p24-W83ZRvN8kDh1zJdKXYuwkkKNxld,widliczka_kraussa_369_aug_00382.jpg,15767,0.31423389668367346
1m1fqmlRyqEd21fNqra3H3PT1WEReUU0F,widliczka_kraussa_470_aug_00383.jpg,16900,0.33681441326530615
1X67SDd1u2DH5i5upuLYg8oVplLn4GKea,widliczka_kraussa_802_aug_00379.jpg,15835,0.3155891262755102
154hj9tiPPH2iJuv3cBJuRVbMKNx2ql64,widliczka_kraussa_335_aug_00378.jpg,11411,0.22741948341836735
1tdFKh50GaT3Tt-cl4w_An_TpDrLXjD4O,widliczka_kraussa_919_aug_00376.jpg,12350,0.24613360969387754
1ySOWSGd3ewAJgaSJtKoAntd223HV63Ml,widliczka_kraussa_103_aug_00377.jpg,17309,0.3449657206632653
1I0A1JN_Ad_EZ7A3lMJ8d59QKJnc0J2zA,widliczka_kraussa_55_aug_00375.jpg,13697,0.27297911352040816
1nuSWRVG1WPwX9EoX_3Ii5zSwDgryw3e6,widliczka_kraussa_347_aug_00373.jpg,7619,0.15184550382653061
1Sms79_XAV5CTd23xydv-Bsgk8KasU8j8,widliczka_kraussa_546_aug_00372.jpg,11285,0.22490832270408162
1oPmbNRzSOcV5wcPfKbKk-Xup75iksuO4,widliczka_kraussa_554_aug_00371.jpg,16118,0.3212292729591837
1tAnziDeb94YCXELLXWL0V1tL94drdM8P,widliczka_kraussa_579_aug_00370.jpg,14133,0.2816685267857143
1sj5d4X7Ap3ndvAsFoJEbgZZjiQpJ4N61,widliczka_kraussa_81_aug_00369.jpg,16672,0.3322704081632653
1y1TDMHEb2SfSzlDS494Pdi3ViW9E91Ze,widliczka_kraussa_802_aug_00368.jpg,14270,0.28439891581632654
1o8zo6xc3MESES7Bl07imsgE8qU3uK0wG,widliczka_kraussa_380_aug_00367.jpg,7233,0.14415258290816327
1vV0tiPd_I6Vb3WzEJQRKydYxoOW0j23c,widliczka_kraussa_704_aug_00366.jpg,12374,0.24661192602040816
1puaCfDaTKqd4BZOnYEFmDZDxfv3DpSC-,widliczka_kraussa_833_aug_00361.jpg,10197,0.20322464923469388
1roPoApLEpI-EQh_iDSgBZzL5m6Yh8EQS,widliczka_kraussa_588_aug_00365.jpg,17490,0.3485730229591837
1tkOPYzbIZskAbDbJ7wJuXdEiPOrXq3DK,widliczka_kraussa_515_aug_00362.jpg,16738,0.33358577806122447
1WrNBztE4JVplZf59UALQ4a7_AE4dHThc,widliczka_kraussa_483_aug_00364.jpg,8076,0.16095344387755103
1Jk9VdVQPSzYtMh_dbmfoyhu55KLWj6cI,widliczka_kraussa_245_aug_00360.jpg,10160,0.2024872448979592
1XOHx_ke9HB1hs7cB41oVHUJOok5ZzXNb,widliczka_kraussa_776_aug_00363.jpg,9426,0.18785873724489796
1IanVUcN6o4QFPLyspOW-OVpoIwwc-kZg,widliczka_kraussa_483_aug_00357.jpg,14951,0.2979711415816326
1-Km3tvPJr3eP04z588tZeURCZROWQiEf,widliczka_kraussa_554_aug_00356.jpg,16665,0.33213089923469385
1qpFALFbLTK05rFky57r4P9CwORKRF63N,widliczka_kraussa_103_aug_00355.jpg,13015,0.25938695790816324
1suwo_0ALH4AnNKKHFJvH_7ZDWypCTCcx,widliczka_kraussa_459_aug_00352.jpg,16022,0.31931600765306123
10qRtgr2sWMY8ZOfeGzKWkgQ0AtfKc5bL,widliczka_kraussa_369_aug_00351.jpg,14823,0.2954201211734694
1tFm7i9tBpIFYgpd1Wf1YiQg5ppQBjw1R,widliczka_kraussa_515_aug_00350.jpg,13637,0.2717833227040816
1sJz3rObEwC610O6uN4MRACI1uhCGOSwa,widliczka_kraussa_900_aug_00349.jpg,14930,0.2975526147959184
1iTKjACpnr7OgR3Gk3LnWg4_l-oqXYLM-,widliczka_kraussa_134_aug_00348.jpg,15366,0.30624202806122447
1S9l8Nz8fvZ3eJ_WUmX1JgYmd-NIoDvX0,widliczka_kraussa_32_aug_00347.jpg,15491,0.30873325892857145
1eedwjB7Ecn8MrGBhOjjmvsmEjgHaIXL2,widliczka_kraussa_657_aug_00344.jpg,13799,0.27501195790816324
1f_atnEUzjKxeYiFWpWumruIH5SITDOLm,widliczka_kraussa_459_aug_00345.jpg,14784,0.29464285714285715
1I0-M9x4gZNpsOk9B2-cnA4gXS3BfR8lK,widliczka_kraussa_265_aug_00343.jpg,16596,0.3307557397959184
13JdHbczsBtrs9iM5ZAuIyKCAkKL4QY5D,widliczka_kraussa_546_aug_00342.jpg,13479,0.2686344068877551
1yEjXfg6XDmPUg6Q28X7bC41yPnj6KPyj,widliczka_kraussa_438_aug_00341.jpg,12694,0.2529894770408163
