file_id,file_name,num_contours,avg_contour_area,std_contour_area,max_contour_area,min_contour_area,total_perimeter
1p4QJ6p38lFMRHzPtW5qfx3h3a6pWA6ot,erythrina_variegata_76_aug_00384.jpg,73,515.2739726027397,4345.204418509863,37385.5,0.0,2217.464193701744
1RQo_ltSJb7OXfHJdjGpiEToBVijHrZZ8,erythrina_variegata_557_aug_00382.jpg,34,1234.1911764705883,7084.841141494724,41933.5,0.0,1679.3250234127045
1eaxTr4Wg5I5dI7dwydYcT4G8IWIBjheh,erythrina_variegata_160_aug_00375.jpg,78,518.4871794871794,4493.118411251582,39945.0,0.0,2952.4145452976227
12o9R-fTwhqRSfkeHKILb9ktd5tqINbCJ,erythrina_variegata_382_aug_00374.jpg,37,1090.7837837837837,6522.791721735597,40227.5,0.0,1686.7981119155884
1GHB27x0jQyTdrhUtGHYuHlkE-EnwcSqA,erythrina_variegata_361_aug_00376.jpg,4,10898.25,18865.065407055976,43573.5,0.0,1224.9503529071808
1hOVGJG2-CIRuzL7dIzb6QurC1FWsX9qE,erythrina_variegata_620_aug_00378.jpg,66,664.719696969697,5354.8006959549775,43836.5,0.0,1852.5798556804657
1WJjfwxNCrornln2s1ivht6VY6Spe4w2u,erythrina_variegata_620_aug_00370.jpg,1,37114.5,0.0,37114.5,37114.5,764.4924215078354
1Ni_n3z1rQhh_aul4k1FAfz4jA5KOCwgP,erythrina_variegata_96_aug_00371.jpg,158,258.1455696202532,3194.237242455226,40281.5,0.0,3746.0410854816437
1tgyjZ6rggE12h4a2wyLoPVYriZ3W4smq,erythrina_variegata_356_aug_00367.jpg,367,95.08719346049047,1778.0103725141405,34109.5,0.0,4857.054489135742
102AQHY1NTEonyWMnu4E6d0p92FPxHZAx,erythrina_variegata_590_aug_00365.jpg,56,724.9732142857143,5371.691358258558,40562.5,0.0,1656.5554710626602
1Crpco97tsaxS3bXSfLBd8srN0jbrOdd0,erythrina_variegata_195_aug_00366.jpg,35,1142.7,6645.036152970556,39889.5,0.0,1951.9911053180695
1G7joCXtO119B_j6eZo1MOcqv42HHIyb4,erythrina_variegata_103_aug_00368.jpg,263,138.32509505703422,2225.150041469304,36155.5,0.0,3454.8623725175858
1GMtSTty6RtNR8vQ3HSNZmjXFiJFFWT88,erythrina_variegata_665_aug_00364.jpg,27,1669.2777777777778,8442.701561367721,44717.5,0.0,1654.2712007761002
1r1mdzF-YW8umuzz7GNs0lc_MooBqBRbI,erythrina_variegata_125_aug_00362.jpg,456,64.11842105263158,1344.752948520806,28745.5,0.0,2459.253077983856
1eGKzBB1JaXFC0tga_lo8sSKOAqWoIGPK,erythrina_variegata_20_aug_00363.jpg,88,488.03409090909093,4529.083667603856,42732.5,0.0,2096.184976220131
1xK1q6656eK2r6XNTWwUuH9zGMaLLR60P,erythrina_variegata_698_aug_00360.jpg,49,851.9897959183673,5894.603921617891,41691.0,0.0,1802.5798563957214
1P7D2S3Yqtdszt4qp9KFxByLIilHmx69J,erythrina_variegata_361_aug_00357.jpg,72,605.9652777777778,5093.140136856189,43521.5,0.0,2087.9078454971313
1j7zl2UV_xVXB1yd-7hzUbis6s4KTyU-1,erythrina_variegata_468_aug_00356.jpg,13,3445.576923076923,11731.95902856505,44081.5,0.0,1437.9381598234177
14F11YRqKumEan3qMUNhsyIul3wjTK9Ol,erythrina_variegata_195_aug_00359.jpg,223,170.804932735426,2526.0145644199615,37807.5,0.0,4468.641152620316
1iKNOQEhtWaToFzVNcpMVwV25Z2Nysx-r,erythrina_variegata_698_aug_00355.jpg,30,1496.8666666666666,8049.7352709404195,44846.0,0.0,1436.6072068214417
1OPIRSLbccNo9-VHRSw-Jm6gyjzkcA3ob,erythrina_variegata_60_aug_00354.jpg,124,314.0766129032258,3466.6438817101193,38761.0,0.0,2787.5444893836975
1QRKVryrun6jzsgGBEdfARtia6wnrnRKW,erythrina_variegata_60_aug_00350.jpg,65,714.0461538461539,5669.218189026852,46067.0,0.0,2722.8754428625107
1rhYnsmQThMRO_6kFjicpZUOG6ZAS8SfE,erythrina_variegata_748_aug_00349.jpg,57,742.640350877193,5552.6013887236695,42294.5,0.0,1770.7808669805527
1QuRGHtuW649KS5UQWKj1Gbg3Vi2BymQV,erythrina_variegata_356_aug_00348.jpg,526,68.3916349809886,1540.9184309627155,35375.0,0.0,4518.114241838455
1Qx4VYH6wAn6XbxfvWjZSa6GKhufgbz8c,erythrina_variegata_502_aug_00347.jpg,20,1849.7,8051.070763258762,36943.5,0.0,1403.7787795066833
1wIdlo6Yk5KmgiPj_BLDmds5e1WIERIpB,erythrina_variegata_671_aug_00345.jpg,53,703.2735849056604,5064.028858421414,37220.5,0.0,1632.7808668613434
1uJoTitW0hvCIJvxIGVuUQboJ3hae3YIe,erythrina_variegata_356_aug_00346.jpg,439,79.55239179954442,1643.4827763646513,34475.0,0.0,4039.1121541261673
12mkTGAI9WU231zZpNIcqnK2kjdZG8520,erythrina_variegata_657_aug_00344.jpg,23,1996.9130434782608,9363.474259580675,45915.5,0.0,1591.8031640052795
1WgsFuM-RNuFdRZhDVq4-rJWQwddwjZsn,erythrina_variegata_361_aug_00343.jpg,2,21351.75,21351.75,42703.5,0.0,991.5462437868118
1HwxBFGq43-aleMkK2WAMIUhfVFpvDETI,erythrina_variegata_20_aug_00338.jpg,322,105.30124223602485,1848.9412026194336,33231.0,0.0,4241.251324057579
1RIZgWF9_6PLrclw20UbR-lZm9dWt5cLr,erythrina_variegata_557_aug_00342.jpg,54,720.5092592592592,5239.961105215717,38868.0,0.0,1711.5260334014893
1Pd7wJKNO9RY361TvKGb18FdG7imYKgkt,erythrina_variegata_20_aug_00335.jpg,4,9739.125,16868.3706473647,38956.0,0.0,1270.1879408359528
1CcWZK29-fqdRXpWqcb2Qj2W0dOiXnjLq,erythrina_variegata_590_aug_00341.jpg,50,768.05,5367.780376701341,38342.5,0.0,1611.1585029363632
1G2ed__EpcW1m7c75veiNs5yPtqOElqau,erythrina_variegata_103_aug_00339.jpg,52,663.9038461538462,4702.886585997417,34249.0,0.0,2193.3464435338974
1omBAT_x0CYtuhAvx_JsghZWksojnMlHW,erythrina_variegata_468_aug_00336.jpg,51,837.0784313725491,5912.4634686700865,42644.5,0.0,1801.9351952075958
1LHIWkXo9I7uRxFwJTqLgLbR7soJBJUjJ,erythrina_variegata_361_aug_00337.jpg,106,377.77830188679246,3793.9894968575018,39250.0,0.0,3037.6176443099976
1My8RMIzaiXNfRTigjHdyaCcPiuHx1H0m,empress_tree_264_aug_00340.jpg,65,589.0769230769231,4677.871343012242,38011.5,0.0,1876.8712671995163
1f0eapPu1F5glw_ziYnh1nCIzTVd_oLbU,empress_tree_94_aug_00341.jpg,34,829.6029411764706,4621.247216389895,27371.0,0.0,2263.4225623607635
18zlLDHFKXb81Nx_tw73PimFNi5nCchxh,empress_tree_486_aug_00338.jpg,16,2891.4375,11195.003829659629,46249.5,0.0,1151.7543942928314
1zRvsjOgCOpzVgBeyGqq930BgeafYvnOJ,empress_tree_195_aug_00339.jpg,40,1132.85,7058.157944180621,45211.0,0.0,1824.2539554834366
1lT7x3j3_X3hE4Li_hexpTSVi5jiEsSAy,empress_tree_146_aug_00337.jpg,66,602.8333333333334,4799.929809566768,39300.0,0.0,2107.2387988567352
1J4kRHuU2u4vHOWYQAyasJr29Y160Cmsl,empress_tree_526_aug_00334.jpg,117,349.84188034188037,3742.345773360785,40656.0,0.0,2450.2165007591248
1ZmPRS5bXwG2SjTQHCDb_UIlYKiT7kjK8,empress_tree_545_aug_00336.jpg,47,924.3617021276596,6260.998487514666,43388.5,0.0,2023.0966625213623
1bl3ZhhJXY6few0vAeaTCwkrut2NTWJm4,empress_tree_671_aug_00335.jpg,22,1667.4772727272727,7621.053052202396,36591.5,0.0,1686.1534497737885
1fbVaTKKVZsoxTFq9MlUunYeW73PfGgrO,empress_tree_265_aug_00332.jpg,32,1331.21875,7398.893141394423,42526.5,0.0,1538.1950805187225
1F_E6dYSP7sSq-fvgxwc9k91rWPZnjDMb,empress_tree_412_aug_00331.jpg,75,515.9,4424.9812270788225,38581.0,0.0,2023.0550323724747
1ZtBNJ3q7ougznC9iSjtKq9C5954zS03e,empress_tree_176_aug_00327.jpg,30,1303.5833333333333,6981.764799680347,38901.5,0.0,1836.8641278743744
