PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,encoded_class_label,class_label
-5.732783856718106,8.168962158854635,-3.2631146783814695,5.330226992670121,5.605374592438886,1.9709913515657935,-1.1218762100599686,-5.010493250584968,-1.43684654227117,0.11832445721712759,1.6238238063710395,1.803042085848744,0.6379344892568364,-0.45805281540733295,-1.254447583926195,-2.681169285623116,-1.804752632178716,0.3695121177061776,1.4401729714525717,0.1341094190358286,1.3113306173270722,-0.9078753937570361,-0.6003615343383627,0.4226827252600082,-1.337643012875905,0.8594593643969497,-0.6678829040681081,49,yellow_walking_iris
-0.5437205891634961,17.50121683442959,-0.03645028731711129,-11.908125201808176,14.668467078562522,2.424145855100648,-2.5618973993342324,8.774901858355516,-6.382219630510687,5.889037906403538,4.354068714945037,-3.1630544436265033,0.30533040847967563,0.48907326360488207,2.346237299249173,3.22930869814485,0.9948250694884356,-1.2378269219197737,1.606956312090858,-2.1933239679689853,-2.7301384242662694,1.240750940358611,-3.3590079185867947,1.457327463057734,2.807433333995327,-3.2983415761669845,1.6085486920408487,49,yellow_walking_iris
2.4502765608080757,8.468388566341305,-6.730600664347877,4.874266613570884,-0.8525820318348165,2.7980636521478264,3.617772446760201,-5.494122786623067,2.8355670640722077,2.9481896092412843,0.16374940878457617,-1.198539147967271,-0.3326495429903981,-1.0874750962729711,0.013706153093974046,-2.4353649473494126,-0.5776268014540282,1.007236971931789,-2.778526062574277,2.0857832922733732,1.3953745064580643,-0.4304940088793751,1.309262374393665,1.3745702879344583,-0.18596337346564246,-0.4228847895441233,0.26788102101338007,49,yellow_walking_iris
-4.1509291108456345,12.758565268467413,0.4271713402442013,5.032827898798154,4.280530509066791,1.989063228531039,0.07327799900061861,-3.5915490924199065,-0.23769701978802246,4.500517568753826,0.6731893576632209,4.522486532318442,0.6054653172666423,-2.706842990887896,-0.8491440574978228,0.28920594903737107,-1.6370706960200767,0.49844134995828854,-0.909042538184633,1.4988505853093408,3.116811287014273,-2.9689513088708206,-1.6639087838863473,-0.19424230281945234,1.1292787838445373,0.18167853232597161,-0.6126829351170432,49,yellow_walking_iris
-13.019148064323282,7.000085084517668,4.730920867932521,5.4574570546726315,1.6672961674835702,-2.910153999895252,-0.5519954269046337,-1.3992598759667738,-5.989192081451043,4.485265280098178,-4.529527115070519,2.7612622438549352,0.6846714413389441,-0.3753577096832761,-0.2582588016105618,2.5258852527203013,-2.0738868466880724,-0.9800293733654818,0.3546711918949271,-1.6852037235154285,-0.6347430773892986,0.29863549908725984,-1.0457604393529538,0.4017766510618006,1.939664518105597,-0.6849251480754972,0.23560449752934443,49,yellow_walking_iris
-3.890226248346305,13.45851224327827,-0.2838759112667023,2.3607197647476172,3.35652439446173,2.8620418136135917,1.6547908961910354,-5.4318204867368625,-0.18903020523304223,3.648401139614272,-2.0613578450891348,1.8343109970707692,-1.1429009494160771,-5.406897142270751,-0.0010695663001504584,-2.0982993170767226,-1.3339655241299608,1.1051313371988465,-0.10458396900089562,3.8604918250180393,0.4634724860905582,-3.410377557951483,0.10136865001885828,0.1649723647666287,-1.9850723338510092,1.094925536976804,-1.8915925803280356,49,yellow_walking_iris
-7.596661326206206,11.95070970003768,2.086790943287714,5.155986567778929,3.08214908859164,0.04429008603804123,0.01705606422832318,-4.900336633448876,-2.8466197573653913,0.3690686291270712,-0.306362103106255,3.471149512316963,0.5428758230259475,0.32008348184202073,-0.8807932402238564,-1.7167886122983282,-1.8647854810859268,0.1716819754315588,1.4656348817792855,0.282091631779922,0.31044950871452287,-0.4898052120135986,-2.338998790555803,-0.31724310646823634,-0.9366384231869802,0.26025306539303406,-0.6474422902363715,49,yellow_walking_iris
19.716069164228944,-0.9841524123179184,-1.0304386168581028,2.3614791065401803,-11.452457799724096,8.385999373903337,-2.7105043720155337,1.6930482388203707,-4.959415054074281,-1.18817325631479,-4.157927693641565,-1.8996696205497052,0.10637920251457564,-1.742687078598251,-3.8966042934395086,4.199566059668544,-1.7654042461437047,0.6361493634858897,3.599014401690381,1.647821495374973,0.6183164718619245,-2.3535812956181443,1.0792136270204962,0.6294832348845574,-0.023111153341750994,1.2777183878310314,-0.44725845442063383,49,yellow_walking_iris
4.102211657774447,0.9331893824897921,-7.986202951547576,5.892795823927657,-5.108319556021393,0.8787612397382,1.7828045116915245,-0.4422568546376369,6.599130414599976,4.187781816868609,-5.176251241251303,-0.6052314031316202,0.3356407797259199,-2.4263323676289956,-3.1544622077278732,0.38088431074478957,2.4346020783487003,0.48703353485884177,-2.798436667740147,1.4201216124323068,0.11737546940044663,0.6318947131776654,0.5384168679826272,-1.507459351875014,1.651098050314397,-0.5808868605879746,0.6382502518414858,49,yellow_walking_iris
2.7681090493664193,7.229507086690086,-6.5585309780488785,3.6516671024469365,0.5113498828624156,2.9214191804566236,1.9232330300908138,-2.474021698542565,4.301191890699312,4.404365421140457,-0.05752679518021475,-0.1376760857295644,-0.0008801241841657484,-1.000757456098976,-0.5460249022615448,-1.1890344671556634,-0.054241862282906284,0.7834525319022348,-3.304052680668446,2.030152038024776,1.9278835409384878,-0.3261377518746252,0.41614064793762995,0.8120359921631058,-0.019061300435287584,-0.6151944650374388,0.251847357294564,49,yellow_walking_iris
2.980617265206843,7.104334974284269,-5.734545049267452,4.400233537118177,-3.3921547525784055,0.5430069280770129,3.792984987247415,-2.5022686027766023,3.993446809857263,3.292907080354792,-4.190884799607148,-0.5654351654247681,-0.7939803175221222,-3.0196877687972385,-1.5512544226244307,-1.328254672135059,1.1198372135752586,1.1857303733227929,-2.6175033405603014,2.6955415396026225,0.5554954557301055,-0.41797656790007054,0.6567738141427052,-1.2563567598437373,0.8371527269251708,0.14077729976906941,-0.10177176393856714,49,yellow_walking_iris
6.0316203230228425,11.752946882361538,-7.299991339617365,2.7852711458327652,-0.08025687245371911,2.3417230075824884,3.9056123759497665,-4.601833221969597,2.161052580013484,2.078286188889599,-0.008523007022201661,-2.03480663984243,-0.6748115346654049,-1.974685617395821,0.3564378174814031,-2.5423254239257425,-0.6872132961348811,0.7857020738223391,-2.2885393527896407,1.5949167876272665,0.6347217187128403,0.26704550677115474,1.3509413081076826,1.6562991712814081,-0.7589935388989978,-0.3548614933767357,0.27242494545004736,49,yellow_walking_iris
-6.11099622546275,15.802785885774432,1.50502831849093,0.6165108927002659,7.791278445321669,3.470258922380863,-1.0040385847003426,-5.771872388824264,-5.056341148950892,-0.38952283688228206,4.143599891893186,1.6310592035557003,1.9160766919960994,-0.9631990040951695,-1.8941419819123557,-0.9692031281969281,-0.8759944392983136,0.06398342866591515,2.658739101800482,-1.9012107965739176,1.1326935696181686,-1.4895677799484073,1.1101145756827568,-0.5975047647424604,-0.004608733552668886,1.2558663403487593,-0.8427774023751684,49,yellow_walking_iris
-1.757089332324809,5.655142117257511,-5.802280092712592,6.7207223572769355,-0.2841094316622363,-0.18540423717321988,3.0962784967250325,-3.4694563230470696,2.058892269117458,4.012784108243661,-3.4927879590634068,1.347769025754623,-1.8214671778337344,-3.9027386821936396,0.46820521215860916,-1.9105950567971106,0.2789815006940964,1.2988620374341229,-1.6162712566946082,4.30607404254224,0.6337437261432632,-1.9618076328283223,0.005542353417647856,0.07703461527461238,-1.0828898304124461,0.2375428069723576,-0.28914839950985854,49,yellow_walking_iris
